loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN100942,2022-04-01,238200.0,360,3.775,740-779,<=60,31-36,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100943,2020-10-01,88900.0,360,3.811,700-739,61-70,37-43,CA,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN100944,2019-01-01,226700.0,360,3.883,660-699,<=60,<=20,FL,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN100945,2019-08-01,190700.0,360,3.528,780+,81-90,21-30,CA,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN100946,2020-07-01,385300.0,360,4.276,700-739,91-95,37-43,TX,Purchase,Single Family,Investment,Cornerstone Servicing,2020
LN100947,2019-03-01,190700.0,180,4.07,660-699,61-70,37-43,AZ,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN100948,2021-08-01,385500.0,360,3.478,780+,61-70,>50,CA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN100949,2023-01-01,145700.0,360,5.102,660-699,71-80,31-36,MI,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100950,2023-12-01,203400.0,180,6.538,<620,81-90,<=20,CA,Purchase,Single Family,Second Home,Meridian Loan Services,2023
LN100951,2021-07-01,205300.0,360,4.047,700-739,81-90,31-36,IL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN100952,2023-07-01,288700.0,360,6.097,620-659,81-90,37-43,NY,Purchase,Multi-Family,Investment,Meridian Loan Services,2023
LN100953,2024-02-01,272600.0,360,5.924,660-699,91-95,21-30,WA,Purchase,Single Family,Primary,Meridian Loan Services,2024
LN100954,2023-06-01,319700.0,360,4.793,740-779,61-70,31-36,TX,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN100955,2021-05-01,260400.0,360,4.766,620-659,81-90,21-30,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN100956,2020-09-01,311000.0,180,3.672,740-779,71-80,44-50,NC,Cash-Out Refinance,Single Family,Investment,Meridian Loan Services,2020
LN100957,2024-01-01,154200.0,360,5.021,780+,71-80,44-50,NC,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2024
LN100958,2020-04-01,275100.0,360,3.973,700-739,91-95,31-36,GA,Refinance,Single Family,Second Home,Highland Capital Servicing,2020
LN100959,2021-02-01,476200.0,360,3.725,740-779,<=60,>50,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN100960,2019-05-01,108400.0,360,3.444,740-779,81-90,>50,TX,Purchase,Condo,Primary,Highland Capital Servicing,2019
LN100961,2023-02-01,287800.0,180,4.636,780+,81-90,21-30,MI,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN100962,2022-05-01,313200.0,360,4.859,660-699,91-95,31-36,OH,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN100963,2019-06-01,445800.0,360,4.448,620-659,71-80,37-43,OH,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN100964,2020-02-01,320200.0,360,4.283,700-739,71-80,<=20,FL,Purchase,Single Family,Investment,Highland Capital Servicing,2020
LN100965,2021-11-01,241600.0,360,4.016,700-739,91-95,31-36,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN100966,2021-10-01,280300.0,360,4.567,620-659,81-90,21-30,AZ,Purchase,Condo,Primary,Apex Mortgage Co,2021
LN100967,2023-02-01,165900.0,360,4.576,700-739,71-80,>50,NC,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2023
LN100968,2020-05-01,194000.0,360,5.354,<620,81-90,31-36,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN100969,2023-10-01,126600.0,360,5.183,780+,61-70,37-43,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN100970,2021-04-01,451000.0,360,4.151,660-699,81-90,31-36,OH,Cash-Out Refinance,Single Family,Second Home,Apex Mortgage Co,2021
LN100971,2023-04-01,282800.0,360,5.962,<620,91-95,21-30,FL,Purchase,Condo,Primary,Apex Mortgage Co,2023
LN100972,2020-03-01,152900.0,360,4.677,620-659,71-80,44-50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN100973,2019-03-01,261000.0,360,4.13,660-699,71-80,<=20,NC,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100974,2019-04-01,389100.0,360,4.471,660-699,>95,<=20,FL,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN100975,2020-12-01,361000.0,180,5.091,<620,81-90,31-36,OH,Purchase,Condo,Primary,Cornerstone Servicing,2020
LN100976,2023-12-01,152100.0,360,6.282,660-699,91-95,37-43,NC,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN100977,2019-04-01,60000.0,360,4.345,620-659,71-80,31-36,TX,Purchase,Multi-Family,Primary,Highland Capital Servicing,2019
LN100978,2020-11-01,275900.0,360,4.686,660-699,>95,<=20,AZ,Purchase,Manufactured,Primary,Highland Capital Servicing,2020
LN100979,2019-07-01,155000.0,360,3.662,700-739,61-70,21-30,FL,Purchase,Condo,Investment,Cornerstone Servicing,2019
LN100980,2023-10-01,305600.0,180,5.706,660-699,71-80,21-30,NY,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100981,2022-06-01,354200.0,360,4.432,660-699,71-80,<=20,GA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN100982,2022-12-01,381200.0,360,5.427,620-659,81-90,31-36,OH,Purchase,Single Family,Investment,Sunrise Servicing,2022
LN100983,2022-09-01,506400.0,360,5.606,<620,91-95,21-30,NY,Purchase,Multi-Family,Primary,Meridian Loan Services,2022
LN100984,2022-05-01,402900.0,360,4.986,660-699,81-90,21-30,GA,Cash-Out Refinance,Single Family,Second Home,Sunrise Servicing,2022
LN100985,2022-12-01,507500.0,360,4.596,740-779,81-90,37-43,WA,Purchase,Single Family,Investment,Apex Mortgage Co,2022
LN100986,2019-01-01,429600.0,360,3.394,780+,71-80,37-43,PA,Purchase,Single Family,Second Home,Sunrise Servicing,2019
LN100987,2023-06-01,446800.0,360,4.527,780+,71-80,21-30,MI,Cash-Out Refinance,Condo,Primary,Meridian Loan Services,2023
LN100988,2022-10-01,226800.0,360,4.348,700-739,71-80,31-36,TX,Refinance,Multi-Family,Primary,Sunrise Servicing,2022
LN100989,2022-10-01,129300.0,360,4.214,700-739,<=60,21-30,NY,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN100990,2021-01-01,705800.0,360,4.391,660-699,71-80,>50,IL,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN100991,2023-02-01,237600.0,360,4.858,740-779,91-95,21-30,CA,Refinance,Condo,Investment,Apex Mortgage Co,2023
LN100992,2020-12-01,401500.0,360,3.867,740-779,81-90,21-30,PA,Purchase,Condo,Primary,Apex Mortgage Co,2020
LN100993,2019-04-01,180300.0,360,3.244,780+,81-90,31-36,FL,Purchase,Condo,Second Home,Meridian Loan Services,2019
LN100994,2023-09-01,356400.0,180,4.757,780+,71-80,21-30,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN100995,2020-03-01,76900.0,360,3.997,700-739,71-80,21-30,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2020
LN100996,2019-07-01,192000.0,360,3.661,740-779,<=60,<=20,TX,Purchase,Condo,Primary,Apex Mortgage Co,2019
LN100997,2022-03-01,221000.0,360,4.048,740-779,71-80,37-43,FL,Purchase,Single Family,Second Home,Cornerstone Servicing,2022
LN100998,2020-03-01,284400.0,360,4.252,660-699,71-80,37-43,OH,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN100999,2023-06-01,374100.0,360,4.441,780+,61-70,37-43,OH,Cash-Out Refinance,Single Family,Second Home,Sunrise Servicing,2023
LN101000,2021-04-01,141200.0,360,4.601,620-659,<=60,37-43,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101001,2019-01-01,310800.0,360,3.534,780+,81-90,31-36,TX,Purchase,Condo,Investment,Apex Mortgage Co,2019
LN101002,2023-11-01,401100.0,360,5.611,740-779,71-80,44-50,MI,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101003,2021-08-01,663700.0,360,4.62,620-659,71-80,37-43,CA,Refinance,Single Family,Second Home,Highland Capital Servicing,2021
LN101004,2020-05-01,317400.0,180,3.966,740-779,61-70,44-50,IL,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101005,2022-07-01,187800.0,360,5.168,<620,71-80,37-43,IL,Cash-Out Refinance,Multi-Family,Primary,Highland Capital Servicing,2022
LN101006,2021-09-01,130300.0,360,3.619,740-779,71-80,31-36,OH,Purchase,Condo,Investment,Apex Mortgage Co,2021
LN101007,2019-02-01,526000.0,360,3.264,740-779,71-80,21-30,WA,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN101008,2022-12-01,321800.0,360,4.938,700-739,81-90,31-36,OH,Purchase,Condo,Primary,Highland Capital Servicing,2022
LN101009,2021-01-01,228700.0,360,3.524,780+,<=60,<=20,AZ,Purchase,Single Family,Second Home,Highland Capital Servicing,2021
LN101010,2022-08-01,111400.0,360,4.805,620-659,91-95,31-36,MI,Purchase,Condo,Primary,Meridian Loan Services,2022
LN101011,2023-08-01,151900.0,360,5.532,660-699,<=60,<=20,TX,Refinance,Condo,Second Home,Highland Capital Servicing,2023
LN101012,2022-02-01,306800.0,360,4.266,700-739,71-80,<=20,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101013,2022-06-01,270800.0,360,5.409,<620,61-70,>50,FL,Refinance,Manufactured,Investment,Cornerstone Servicing,2022
LN101014,2020-04-01,96200.0,360,3.888,700-739,71-80,37-43,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101015,2020-03-01,307000.0,360,4.438,660-699,61-70,37-43,IL,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101016,2021-02-01,114000.0,360,4.325,700-739,91-95,31-36,TX,Purchase,Single Family,Second Home,Cornerstone Servicing,2021
LN101017,2023-05-01,424800.0,360,5.217,700-739,71-80,37-43,TX,Purchase,Condo,Primary,Sunrise Servicing,2023
LN101018,2021-09-01,253700.0,360,3.502,780+,81-90,44-50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101019,2020-10-01,187500.0,180,4.401,660-699,61-70,37-43,GA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101020,2023-01-01,360600.0,360,4.304,780+,<=60,37-43,GA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101021,2023-05-01,270800.0,360,5.058,700-739,71-80,31-36,AZ,Cash-Out Refinance,Manufactured,Primary,Meridian Loan Services,2023
LN101022,2023-08-01,419200.0,360,5.712,660-699,71-80,31-36,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101023,2020-07-01,239500.0,360,4.377,700-739,71-80,37-43,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101024,2022-08-01,245800.0,180,4.77,700-739,>95,>50,AZ,Purchase,Single Family,Second Home,Cornerstone Servicing,2022
LN101025,2022-01-01,203100.0,360,4.213,660-699,81-90,31-36,GA,Purchase,Condo,Primary,Highland Capital Servicing,2022
LN101026,2021-04-01,260000.0,360,4.48,700-739,>95,31-36,OH,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101027,2021-01-01,495900.0,180,4.961,620-659,61-70,31-36,IL,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101028,2019-08-01,184200.0,360,4.617,660-699,81-90,31-36,CA,Purchase,Manufactured,Primary,Meridian Loan Services,2019
LN101029,2020-06-01,309100.0,360,4.273,700-739,71-80,>50,WA,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101030,2021-11-01,155400.0,360,3.673,700-739,81-90,37-43,OH,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101031,2023-07-01,91100.0,360,5.066,740-779,>95,31-36,OH,Refinance,Multi-Family,Second Home,Apex Mortgage Co,2023
LN101032,2023-06-01,253600.0,360,5.394,660-699,81-90,31-36,IL,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101033,2019-12-01,272900.0,180,3.616,780+,91-95,31-36,FL,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101034,2022-07-01,219800.0,360,4.617,740-779,81-90,<=20,TX,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101035,2019-06-01,117800.0,360,3.067,780+,61-70,31-36,NC,Refinance,Condo,Second Home,Highland Capital Servicing,2019
LN101036,2022-06-01,264900.0,360,4.708,740-779,81-90,44-50,IL,Purchase,Multi-Family,Primary,Sunrise Servicing,2022
LN101037,2020-10-01,260400.0,360,4.628,620-659,71-80,37-43,CA,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN101038,2021-04-01,154800.0,360,4.112,700-739,91-95,21-30,FL,Purchase,Single Family,Investment,Apex Mortgage Co,2021
LN101039,2022-09-01,125600.0,360,5.509,620-659,81-90,37-43,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101040,2021-03-01,206200.0,360,3.844,740-779,<=60,37-43,FL,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101041,2023-03-01,309800.0,360,5.053,700-739,61-70,21-30,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101042,2021-10-01,278600.0,360,4.022,660-699,<=60,37-43,OH,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101043,2024-02-01,155400.0,180,5.169,780+,71-80,37-43,PA,Purchase,Single Family,Second Home,Cornerstone Servicing,2024
LN101044,2022-04-01,245600.0,180,4.548,620-659,<=60,44-50,GA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101045,2020-07-01,344300.0,360,4.047,700-739,81-90,21-30,MI,Purchase,Single Family,Second Home,Meridian Loan Services,2020
LN101046,2023-01-01,136300.0,360,4.523,740-779,71-80,21-30,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN101047,2021-02-01,237600.0,180,5.059,<620,91-95,31-36,WA,Purchase,Single Family,Investment,Meridian Loan Services,2021
LN101048,2021-10-01,422000.0,360,4.167,700-739,61-70,<=20,WA,Purchase,Single Family,Investment,Meridian Loan Services,2021
LN101049,2019-09-01,130100.0,360,3.574,740-779,71-80,31-36,IL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101050,2019-08-01,388500.0,360,4.675,<620,<=60,44-50,OH,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101051,2021-12-01,478600.0,360,4.008,700-739,91-95,21-30,TX,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101052,2019-12-01,209000.0,180,4.475,660-699,61-70,31-36,NY,Refinance,Single Family,Investment,Cornerstone Servicing,2019
LN101053,2024-02-01,197900.0,180,5.075,740-779,<=60,>50,TX,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2024
LN101054,2023-06-01,367700.0,360,5.879,620-659,61-70,31-36,CA,Refinance,Condo,Primary,Meridian Loan Services,2023
LN101055,2022-08-01,212400.0,360,4.25,780+,81-90,31-36,AZ,Refinance,Condo,Investment,Apex Mortgage Co,2022
LN101056,2022-10-01,80100.0,360,3.924,780+,<=60,31-36,TX,Purchase,Single Family,Investment,Meridian Loan Services,2022
LN101057,2022-01-01,220900.0,360,4.744,620-659,81-90,21-30,OH,Purchase,Multi-Family,Primary,Sunrise Servicing,2022
LN101058,2019-04-01,285400.0,360,4.222,660-699,81-90,21-30,FL,Refinance,Single Family,Investment,Sunrise Servicing,2019
LN101059,2021-01-01,322200.0,360,4.344,700-739,81-90,37-43,FL,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101060,2021-07-01,155400.0,360,3.602,740-779,61-70,31-36,FL,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101061,2023-09-01,204600.0,360,5.162,700-739,<=60,21-30,FL,Purchase,Single Family,Investment,Cornerstone Servicing,2023
LN101062,2020-02-01,358500.0,180,4.66,620-659,71-80,<=20,GA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101063,2021-07-01,224800.0,360,4.224,620-659,61-70,44-50,AZ,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101064,2020-10-01,116100.0,360,3.569,780+,81-90,<=20,NY,Purchase,Condo,Second Home,Apex Mortgage Co,2020
LN101065,2019-09-01,403100.0,360,4.12,700-739,71-80,37-43,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101066,2019-07-01,209700.0,360,3.392,780+,71-80,31-36,GA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101067,2020-11-01,377400.0,180,4.138,700-739,<=60,37-43,OH,Refinance,Multi-Family,Primary,Highland Capital Servicing,2020
LN101068,2019-06-01,123300.0,180,3.287,780+,71-80,21-30,TX,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101069,2019-05-01,218700.0,180,4.365,620-659,61-70,21-30,CA,Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101070,2020-10-01,290500.0,360,4.561,620-659,81-90,31-36,MI,Refinance,Single Family,Investment,Sunrise Servicing,2020
LN101071,2020-01-01,222100.0,360,3.193,780+,<=60,37-43,OH,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101072,2021-11-01,135600.0,180,4.095,780+,>95,21-30,NY,Purchase,Manufactured,Primary,Apex Mortgage Co,2021
LN101073,2019-02-01,78900.0,180,4.427,660-699,81-90,31-36,PA,Refinance,Condo,Primary,Sunrise Servicing,2019
LN101074,2020-07-01,458400.0,180,4.23,660-699,61-70,31-36,FL,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2020
LN101075,2021-05-01,258200.0,360,3.736,700-739,<=60,21-30,PA,Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101076,2023-12-01,390500.0,360,5.421,700-739,71-80,37-43,FL,Refinance,Condo,Second Home,Meridian Loan Services,2023
LN101077,2022-04-01,350800.0,360,4.669,620-659,61-70,21-30,WA,Refinance,Condo,Investment,Sunrise Servicing,2022
LN101078,2023-07-01,302100.0,360,4.725,780+,61-70,31-36,TX,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101079,2020-10-01,199900.0,360,4.479,660-699,91-95,21-30,CA,Refinance,Single Family,Investment,Meridian Loan Services,2020
LN101080,2021-04-01,287900.0,360,3.694,740-779,81-90,31-36,GA,Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101081,2021-03-01,440000.0,360,4.77,<620,61-70,21-30,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101082,2023-08-01,239800.0,360,6.385,<620,71-80,31-36,AZ,Purchase,Multi-Family,Primary,Cornerstone Servicing,2023
LN101083,2023-12-01,543500.0,360,5.344,740-779,61-70,31-36,GA,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101084,2023-12-01,117600.0,360,6.155,660-699,>95,44-50,TX,Purchase,Single Family,Investment,Cornerstone Servicing,2023
LN101085,2022-11-01,112100.0,360,4.311,740-779,<=60,31-36,TX,Refinance,Multi-Family,Primary,Meridian Loan Services,2022
LN101086,2021-08-01,360300.0,360,5.147,620-659,81-90,44-50,WA,Purchase,Single Family,Second Home,Meridian Loan Services,2021
LN101087,2021-10-01,159800.0,180,3.76,780+,81-90,21-30,OH,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101088,2024-01-01,579300.0,180,5.513,740-779,<=60,31-36,WA,Refinance,Multi-Family,Primary,Highland Capital Servicing,2024
LN101089,2020-06-01,421600.0,360,3.1,780+,61-70,<=20,CA,Purchase,Multi-Family,Primary,Sunrise Servicing,2020
LN101090,2020-10-01,471800.0,360,4.674,620-659,71-80,31-36,WA,Cash-Out Refinance,Condo,Investment,Cornerstone Servicing,2020
LN101091,2023-08-01,343900.0,180,5.686,660-699,91-95,37-43,IL,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN101092,2020-12-01,152600.0,180,4.543,660-699,71-80,44-50,GA,Purchase,Manufactured,Primary,Highland Capital Servicing,2020
LN101093,2020-03-01,109500.0,360,4.355,700-739,81-90,37-43,FL,Purchase,Condo,Primary,Apex Mortgage Co,2020
LN101094,2021-11-01,452700.0,360,4.507,660-699,81-90,37-43,CA,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101095,2020-09-01,117600.0,360,5.01,<620,91-95,21-30,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101096,2023-08-01,471300.0,360,5.523,660-699,71-80,<=20,AZ,Purchase,Single Family,Second Home,Highland Capital Servicing,2023
LN101097,2023-09-01,312200.0,360,5.829,660-699,71-80,44-50,FL,Purchase,Condo,Primary,Cornerstone Servicing,2023
LN101098,2020-07-01,223200.0,360,4.351,700-739,81-90,21-30,AZ,Purchase,Multi-Family,Primary,Highland Capital Servicing,2020
LN101099,2021-09-01,281800.0,360,4.595,620-659,61-70,<=20,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101100,2024-01-01,284800.0,360,6.165,660-699,91-95,>50,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2024
LN101101,2022-11-01,210900.0,360,4.382,740-779,<=60,>50,CA,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101102,2020-02-01,438700.0,360,4.024,700-739,61-70,37-43,FL,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101103,2022-01-01,432000.0,360,4.581,660-699,81-90,31-36,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101104,2022-03-01,247700.0,180,4.33,700-739,71-80,44-50,FL,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101105,2022-05-01,176300.0,180,4.042,740-779,61-70,21-30,CA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101106,2019-02-01,415700.0,360,4.202,660-699,61-70,31-36,NC,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2019
LN101107,2020-07-01,93000.0,360,4.109,700-739,71-80,31-36,MI,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN101108,2023-05-01,282000.0,180,4.502,780+,91-95,44-50,GA,Refinance,Single Family,Investment,Meridian Loan Services,2023
LN101109,2020-03-01,322200.0,360,3.744,700-739,<=60,44-50,TX,Purchase,Multi-Family,Investment,Cornerstone Servicing,2020
LN101110,2020-07-01,159100.0,360,3.476,780+,<=60,37-43,PA,Cash-Out Refinance,Condo,Primary,Meridian Loan Services,2020
LN101111,2020-08-01,358000.0,360,3.66,740-779,71-80,21-30,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101112,2019-12-01,228200.0,360,5.35,<620,>95,31-36,NC,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101113,2019-10-01,180700.0,180,3.926,700-739,61-70,21-30,IL,Cash-Out Refinance,Condo,Second Home,Meridian Loan Services,2019
LN101114,2020-10-01,356300.0,360,4.208,740-779,>95,44-50,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101115,2023-07-01,141700.0,180,4.94,780+,91-95,21-30,CA,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101116,2019-01-01,341500.0,360,4.058,700-739,61-70,<=20,MI,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101117,2020-06-01,94700.0,360,4.715,620-659,81-90,37-43,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101118,2019-04-01,262600.0,360,4.099,700-739,81-90,31-36,GA,Purchase,Condo,Primary,Cornerstone Servicing,2019
LN101119,2021-11-01,235600.0,360,4.81,620-659,71-80,44-50,AZ,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101120,2020-04-01,181200.0,360,3.517,740-779,71-80,<=20,WA,Purchase,Single Family,Second Home,Meridian Loan Services,2020
LN101121,2023-02-01,275200.0,360,5.362,700-739,81-90,44-50,TX,Purchase,Single Family,Second Home,Highland Capital Servicing,2023
LN101122,2022-01-01,222800.0,360,4.291,740-779,81-90,<=20,NC,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101123,2023-01-01,371200.0,180,4.511,780+,81-90,<=20,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN101124,2022-04-01,297200.0,360,4.416,740-779,>95,31-36,NY,Refinance,Multi-Family,Investment,Apex Mortgage Co,2022
LN101125,2021-04-01,283100.0,180,4.223,700-739,71-80,21-30,CA,Cash-Out Refinance,Single Family,Second Home,Meridian Loan Services,2021
LN101126,2023-06-01,263400.0,180,4.846,740-779,81-90,37-43,AZ,Refinance,Single Family,Investment,Meridian Loan Services,2023
LN101127,2021-06-01,186700.0,360,3.609,780+,91-95,<=20,NC,Purchase,Single Family,Investment,Sunrise Servicing,2021
LN101128,2023-11-01,201600.0,360,5.093,780+,61-70,<=20,TX,Purchase,Condo,Primary,Apex Mortgage Co,2023
LN101129,2024-02-01,258300.0,360,6.214,<620,<=60,37-43,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2024
LN101130,2022-01-01,213600.0,360,3.846,700-739,71-80,21-30,NY,Refinance,Multi-Family,Primary,Sunrise Servicing,2022
LN101131,2022-06-01,380800.0,360,4.86,660-699,91-95,37-43,NC,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN101132,2020-04-01,240900.0,360,3.578,780+,61-70,37-43,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101133,2023-03-01,273500.0,180,4.61,740-779,81-90,<=20,FL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101134,2022-06-01,122900.0,360,4.274,700-739,<=60,37-43,NY,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101135,2023-08-01,353100.0,360,5.933,620-659,71-80,21-30,OH,Cash-Out Refinance,Manufactured,Primary,Highland Capital Servicing,2023
LN101136,2020-05-01,177800.0,360,4.289,660-699,81-90,31-36,FL,Purchase,Manufactured,Primary,Cornerstone Servicing,2020
LN101137,2023-01-01,144500.0,360,3.974,740-779,61-70,<=20,IL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN101138,2021-06-01,484500.0,360,4.326,660-699,91-95,44-50,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101139,2019-12-01,316100.0,360,4.62,620-659,61-70,37-43,TX,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101140,2019-11-01,358500.0,360,3.668,780+,91-95,31-36,NY,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2019
LN101141,2021-11-01,283400.0,360,3.781,740-779,61-70,>50,WA,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2021
LN101142,2020-08-01,221500.0,360,5.064,620-659,>95,31-36,FL,Purchase,Multi-Family,Primary,Sunrise Servicing,2020
LN101143,2019-07-01,203700.0,360,4.22,660-699,81-90,44-50,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101144,2021-03-01,327900.0,360,3.191,780+,<=60,37-43,NC,Purchase,Condo,Investment,Sunrise Servicing,2021
LN101145,2022-05-01,384500.0,180,4.033,740-779,<=60,>50,AZ,Refinance,Condo,Primary,Apex Mortgage Co,2022
LN101146,2020-08-01,224000.0,360,3.9,700-739,<=60,44-50,NY,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101147,2023-12-01,586900.0,360,6.302,660-699,81-90,>50,CA,Purchase,Single Family,Investment,Highland Capital Servicing,2023
LN101148,2023-01-01,211300.0,360,5.298,660-699,81-90,21-30,GA,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN101149,2021-08-01,123300.0,180,5.182,<620,71-80,44-50,NY,Refinance,Condo,Investment,Cornerstone Servicing,2021
LN101150,2023-10-01,106400.0,360,5.096,740-779,71-80,44-50,GA,Refinance,Manufactured,Primary,Apex Mortgage Co,2023
